hosts,refCount,company,type,jurisdiction
04.pvec.maps.yandex.net,30,Yandex,analytics,ru
admin.makeandmanage.com,30,Manage,advertising,us
cdn.taboola.com,30,Taboola,advertising,us
cm.gcm.ksmobile.com,30,Cheetahmobile,advertising,china
dldir1.qq.com,30,Tencent,advertising,china
"http://media.admob.com/""",30,Admob,advertising,us
trafficshieldsdk.revmob.com,30,Revmob,advertising,germany
api.otherlevels.com,29,Otherlevels,advertising,us
gm.mmstat.com,29,Alibaba,advertising,china
mdn.otherlevels.com,29,Otherlevels,advertising,us
panel.gwallet.com,29,Radiumone,advertising,us
static-maps.yandex.ru,29,Yandex,analytics,ru
www3.smartadserver.com,29,Smartadserver,advertising,france
ib.adnxs.com,28,Appnexus,advertising,us
s.p.qq.com,28,Tencent,advertising,china
files.nexage.com,27,Nexage,advertising,us
oauth.yandex.ru,27,Yandex,analytics,ru
search-maps.yandex.ru,27,Yandex,analytics,ru
3g.sina.com.cn,26,Sina,advertising,cn
adeactivate.adobe.com,25,Adobe,advertising,us
ar.umeng.com,25,Umeng,analytics,china
rs.gwallet.com,25,Radiumone,advertising,us
ssp-appapi.i-mobile.co.jp,25,I-Mobile,advertising,jp
tags.otherlevels.com,25,Otherlevels,advertising,us
ws.otherlevels.com,25,Otherlevels,advertising,us
marketplace-android-b70.hyprmx.com,24,Hyprmx,advertising,us
mpx.mopub.com,24,Mopub,advertising,us
search.aol.com,24,AOL,advertising,us
v.qq.com,24,Tencent,advertising,china
weather.ksmobile.com,24,Cheetahmobile,advertising,china
3gimg.qq.com,23,Tencent,advertising,china
com.mopub.common.Mo,23,Mopub,advertising,us
fwd.api2.stageotherlevels.com,23,Otherlevels,advertising,us
fwd.feed.stageotherlevels.com,23,Otherlevels,advertising,us
fwd.mdn.stageotherlevels.com,23,Otherlevels,advertising,us
fwd.tags.stageotherlevels.com,23,Otherlevels,advertising,us
fwd.ws.stageotherlevels.com,23,Otherlevels,advertising,us
m.money.yandex.ru,23,Yandex,analytics,ru
www.sina.com.cn,23,Sina,advertising,cn
ad-qa.qwapi.com,22,Apple-Ads,advertising,us
ad.qwapi.com,22,Apple-Ads,advertising,us
content-webservice.otherlevels.com,22,Otherlevels,advertising,us
fwd.mobile.stageotherlevels.com,22,Otherlevels,advertising,us
"http://data.flurry.com/aap.do""",22,Flurry,advertising,us
"https://data.flurry.com/aap.do""",22,Flurry,advertising,us
lstest.map.qq.com,22,Tencent,advertising,china
qa-site.qwapi.com,22,Apple-Ads,advertising,us
search.pingstart.com,22,Pingstart,advertising,us
site.qwapi.com,22,Apple-Ads,advertising,us
"ssl.google-analytics.com
(https:",22,Google-Analytics,analytics,us
stg-ad.qwapi.com,22,Apple-Ads,advertising,us
stg-site.qwapi.com,22,Apple-Ads,advertising,us
"api2.playhaven.com"",",21,Playhaven,advertising,us
app.cmcm.com,21,Cheetahmobile,advertising,china
aq.qq.com,21,Tencent,advertising,china
iv.cmcm.com,21,Cheetahmobile,advertising,china
jrlt.beacon.qq.com,21,Tencent,advertising,china
mobile.adnxs.com,21,Appnexus,advertising,us
prof.estat.com,21,Mediametrie,advertising,Romania
amos.alicdn.com,20,Alibaba,advertising,china
amos.alicdn.com,20,Linkedin,app,us
auth.mail.ru,20,Mail.Ru,advertising,russia
blog.outbrain.com,20,Outbrain,advertising,us
c.webengage.com,20,Webklipper,advertising,Indian
helpnewsrepublicus1.ksmobile.com,20,Cheetahmobile,advertising,china
mail.ru,20,Mail.Ru,advertising,russia
us.st.dp.ksmobile.com,20,Cheetahmobile,advertising,china
assets.adobedtm.com,19,Adobe,advertising,us
auth.estat.com,19,Mediametrie,advertising,Romania
helpvideogb1.ksmobile.com,19,Cheetahmobile,advertising,china
mi.gdt.qq.com,19,Tencent,advertising,china
news.cmcm.com,19,Cheetahmobile,advertising,china
p.webengage.com,19,Webklipper,advertising,Indian
sdt2.corp.inmobi.com,19,Inmobi,advertising,singapore
sns.qzone.qq.com,19,Tencent,advertising,china
staging-iframe.sponsorpay.com,19,Fyber,advertising,us
v.gdt.qq.com,19,Tencent,advertising,china
c.gdt.qq.com,18,Tencent,advertising,china
"googleads.g.doubleclick.net
http:",18,Doubleclick,advertising,us
"https://live.chartboost.com""",18,Chartboost,advertising,
p.store.qq.com,18,Tencent,advertising,china
rich.otherlevels.com,18,Otherlevels,advertising,us
rtb.adlibr.com,18,Mocomplex,advertising,kr
www.foursquare.com,18,Foursquare,advertising,us
"www.googletagmanager.com
@iJkf7Oi+A1kM",18,Google-Analytics,analytics,us
ad.atdmt.com,17,Facebook-Ads,advertising,us
assets-rfm.rubiconproject.com,17,Rubicon,advertising,us
branch.io,17,Branch,advertising,us
c.estat.com,17,Mediametrie,advertising,Romania
dictionary.yandex.net,17,Yandex,analytics,ru
fwd.rich-read-webservice.stageotherlevels.com,17,Otherlevels,advertising,us
geo-feed.otherlevels.com,17,Otherlevels,advertising,us
geoconfig.otherlevels.com,17,Otherlevels,advertising,us
mq.wsq.qq.com,17,Tencent,advertising,china
rubiconproject.com,17,Rubicon,advertising,us
sj.qq.com,17,Tencent,advertising,china
video.sina.com.cn,17,Sina,advertising,cn
"https://sdk.hockeyapp.net/""",16,Bitstadium,analytics,germany
log.mmstat.com,16,Alibaba,advertising,china
n0q201.nexage.com,16,Nexage,advertising,us
nexus.ensighten.com,16,Ensighten,advertising,us
ssrv.adjust.com,16,Adjust,analytics,us
stream.t.sina.com.cn,16,Sina,advertising,cn
"www.google-analytics.com
(https:",16,Google-Analytics,analytics,us
zc.qq.com,16,Tencent,advertising,china
(com.ijinshan.common.kinfoc.Ac,15,Cheetahmobile,advertising,china
apis.map.qq.com,15,Tencent,advertising,china
blog.sina.com.cn,15,Sina,advertising,cn
config.otherlevels.com,15,Otherlevels,advertising,us
makeandmanage.com,15,Manage,advertising,us
mobile.maps.yandex.net,15,Yandex,analytics,ru
ref.amplitude.com,15,Amplitude,analytics,us
widgets.outbrain.com,15,Outbrain,advertising,us
www.appsmail.ru,15,Mail.Ru,advertising,russia
www.bugsnag.com,15,Bugsnag,analytics,us
adobeid-na1.services.adobe.com,14,Adobe,advertising,us
api.bugly.qq.com,14,Tencent,advertising,china
bypass.ad-stir.com,14,Adstir,advertising,jp
cdn-static-secure.liverail.com,14,Liverail,advertising,us
data-api-prod.opensignal.com,14,Signal,advertising,us
dev.adbrix.igaworks.com,14,Igaworks,advertising,south korea
e.qq.com,14,Tencent,advertising,china
geodata.otherlevels.com,14,Otherlevels,advertising,us
haoma.qq.com,14,Tencent,advertising,china
"https://www.google-analytics.com""",14,Google-Analytics,analytics,us
info.3g.qq.com,14,Tencent,advertising,china
magic.cmcm.com,14,Cheetahmobile,advertising,china
mail.aol.com,14,AOL,advertising,us
nbsdk-baichuan.alicdn.com,14,Alibaba,advertising,china
nbsdk-baichuan.alicdn.com,14,Linkedin,app,us
opensignal-api.opensignal.com,14,Signal,advertising,us
oth.eve.mdt.qq.com,14,Tencent,advertising,china
oth.str.mdt.qq.com,14,Tencent,advertising,china
rmcdn.2mdn.net,14,Doubleclick,advertising,us
sejs.moatads.com,14,Moatads,advertising,n/a
suggest.yandex.ru,14,Yandex,analytics,ru
t.pubnative.net,14,Pubnative,advertising,germany
t.sina.com.cn,14,Sina,advertising,cn
translate.yandex.ru,14,Yandex,analytics,ru
www.googletagservices.com,14,Google-Analytics,analytics,us
ad.360yield.com,13,Improve Digital Bv,advertising,netherlands
api.cxense.com,13,Cxense Asa,advertising,no
apps.admob.com,13,Admob,advertising,us
c.amazon-adsystem.com,13,Amazon-Ads,advertising,us
c.brightcove.com,13,Brightcove,analytics,us
c.w.inmobi.com,13,Inmobi,advertising,singapore
cloud-api.yandex.net,13,Yandex,analytics,ru
"https://googleads.g.doubleclick.net/mads/static/mad/sdk/native/mraid/v2/mraid_app_banner.js)""",13,Doubleclick,advertising,us
"https://googleads.g.doubleclick.net/mads/static/mad/sdk/native/mraid/v2/mraid_app_expanded_banner.js)""",13,Doubleclick,advertising,us
"https://googleads.g.doubleclick.net/mads/static/mad/sdk/native/mraid/v2/mraid_app_interstitial.js)""",13,Doubleclick,advertising,us
"https://googleads.g.doubleclick.net/mads/static/sdk/native/sdk-core-v40.html""",13,Doubleclick,advertising,us
m.mail.ru,13,Mail.Ru,advertising,russia
mail.sina.com.cn,13,Sina,advertising,cn
scfire-ntc-aa06.stream.aol.com,13,AOL,advertising,us
search.spotxchange.com,13,Spotxchange,advertising,us
t.medialytics.com,13,Medialytics,analytics,
y.qq.com,13,Tencent,advertising,china
%s-%s.siteintercept.qualtrics.com,12,Qualtrics,advertising,us
accounts.adobe.com,12,Adobe,advertising,us
ad4.%s.liverail.com,12,Liverail,advertising,us
api.inmobi.com,12,Inmobi,advertising,singapore
api2.tnkfactory.com,12,Tnkfactory,advertising,south korea
banners.mobile.yandex.net,12,Yandex,analytics,ru
banners.tst.mobile.yandex.net,12,Yandex,analytics,ru
beta.medialytics.com,12,Medialytics,analytics,
fluor.mail.ru,12,Mail.Ru,advertising,russia
go.mail.ru,12,Mail.Ru,advertising,russia
graph.z.qq.com,12,Tencent,advertising,china
igaworks.com?dump=0,12,Igaworks,advertising,south korea
insights-collector.newrelic.com,12,Newrelic,analytics,us
update.uu.qq.com,12,Tencent,advertising,china
vv.video.qq.com,12,Tencent,advertising,china
webdav.yandex.ru,12,Yandex,analytics,ru
a.medialytics.com,11,Medialytics,analytics,
android.rqd.qq.com,11,Tencent,advertising,china
assets.adobe.com,11,Adobe,advertising,us
client-error-log.dz.optimizely.com,11,Optimizely,analytics,us
ddad-dev-metadata.intowow.com,11,Intowow,advertising,us
ddad-prod-metadata.intowow.com,11,Intowow,advertising,us
"http://a.admob.com/f0?""",11,Admob,advertising,us
mobile.yamobile.yandex.net,11,Yandex,analytics,ru
openapi.xg.qq.com,11,Tencent,advertising,china
promotions.mobile.yandex.net,11,Yandex,analytics,ru
promotions.tst.mobile.yandex.net,11,Yandex,analytics,ru
share.v.t.qq.com,11,Tencent,advertising,china
"ssl.google-analytics.com
 https:",11,Google-Analytics,analytics,us
statcounter.com,11,Statcounter,analytics,ireland
tags.tiqcdn.com,11,Tealium,advertising,us
touch.mail.ru,11,Mail.Ru,advertising,russia
tts.voicetech.yandex.net,11,Yandex,analytics,ru
wgo.mmstat.com,11,Alibaba,advertising,china
ww1.sinaimg.cn,11,Sina,advertising,cn
ww2.sinaimg.cn,11,Sina,advertising,cn
ww3.sinaimg.cn,11,Sina,advertising,cn
"www.googletagmanager.com
@iGPMNBo5oJsjL3No4KAETYD9U2SXEGx5TaDKjld+4TEvT",11,Google-Analytics,analytics,us
zxcv.3g.qq.com,11,Tencent,advertising,china
ad1.adfarm1.adition.com,10,Adition,advertising,de
ans.oobesaas.adobe.com,10,Adobe,advertising,us
api-maps.yandex.ru,10,Yandex,analytics,ru
cdn.applifier.com,10,Applifier,advertising,finland
clck.yandex.ru,10,Yandex,analytics,ru
com.inmobi.commons.uid.Pl,10,Inmobi,advertising,singapore
fk.cm.ksmobile.com,10,Cheetahmobile,advertising,china
get.adobe.com,10,Adobe,advertising,us
"googleads.g.doubleclick.net
3http:",10,Doubleclick,advertising,us
hi-tech.mail.ru,10,Mail.Ru,advertising,russia
"https://data.flurry.com/pcr.do""",10,Flurry,advertising,us
i.w55c.net,10,Dataxu,advertising,us
igaworks.com?,10,Igaworks,advertising,south korea
m.y.qq.com,10,Tencent,advertising,china
news.yandex.ru,10,Yandex,analytics,ru
qualtrics.com,10,Qualtrics,advertising,us
rcm-na.amazon-adsystem.com,10,Amazon-Ads,advertising,us
static.gwallet.com,10,Radiumone,advertising,us
stg-ans.oobesaas.adobe.com,10,Adobe,advertising,us
tp2.sinaimg.cn,10,Sina,advertising,cn
up.cm.ksmobile.com,10,Cheetahmobile,advertising,china
w.inmobi.com,10,Inmobi,advertising,singapore
wiki.dev.4g.qq.com,10,Tencent,advertising,china
xw.qq.com,10,Tencent,advertising,china
aax-us-east.amazon-adsystem.com,9,Amazon-Ads,advertising,us
c13.zedo.com,9,Zedo,advertising,us
config.sensic.net,9,Gfk,advertising,us
debug.api.swrve.com,9,Swrve,advertising,us
doubleclick.net,9,Doubleclick,advertising,us
helpdancingline1.ksmobile.com,9,Cheetahmobile,advertising,china
meraxes-cdn.polarmobile.com,9,Polar Mobile Group,advertising,ca
r.edge.inmobicdn.net,9,Inmobi,advertising,singapore
report.tpns.qq.com,9,Tencent,advertising,china
secure-uk.imrworldwide.com,9,The Nielsen Company,advertising,us
suggest-maps.yandex.ru,9,Yandex,analytics,ru
trc.taboola.com,9,Taboola,advertising,us
wiki.connect.qq.com,9,Tencent,advertising,china
ww4.sinaimg.cn,9,Sina,advertising,cn
www.cm.ksmobile.com,9,Cheetahmobile,advertising,china
www.mobfox.com,9,Mobfox,advertising,austria
www.sinaimg.cn,9,Sina,advertising,cn
api.browser.yandex.net,8,Yandex,analytics,ru
apikey.map.qq.com,8,Tencent,advertising,china
app.sina.com.cn,8,Sina,advertising,cn
asap.sharethrough.com,8,Sharethrough,advertising,us
bbs.umeng.com,8,Umeng,analytics,china
bkvv.video.qq.com,8,Tencent,advertising,china
board.cmcm.com,8,Cheetahmobile,advertising,china
bqm1.b-qq.com,8,Tencent,advertising,china
c7.zedo.com,8,Zedo,advertising,us
demomoney.yandex.ru,8,Yandex,analytics,ru
Domain=.amazon-adsystem.com,8,Amazon-Ads,advertising,us
geoinfo.intowow.com,8,Intowow,advertising,us
helpx.adobe.com,8,Adobe,advertising,us
img.cm.ksmobile.com,8,Cheetahmobile,advertising,china
login.yandex.ru,8,Yandex,analytics,ru
m.v.qq.com,8,Tencent,advertising,china
mail.qq.com,8,Tencent,advertising,china
mbs.video.qq.com,8,Tencent,advertising,china
mcgi.v.qq.com,8,Tencent,advertising,china
msdkevents.1rx.io,8,Rhythmone,advertising,us
music.qq.com,8,Tencent,advertising,china
on.aol.com,8,AOL,advertising,us
pay.qq.com,8,Tencent,advertising,china
polarmobile.com,8,Polar Mobile Group,advertising,ca
r.mail.ru,8,Mail.Ru,advertising,russia
sdkconfig.video.qq.com,8,Tencent,advertising,china
server.adform.net,8,Adform,advertising,dk
staging.service.sponsorpay.com,8,Fyber,advertising,us
sui-generator.sensic.net,8,Gfk,advertising,us
uds.ak.o.brightcove.com,8,Brightcove,analytics,us
ue.indoorloc.map.qq.com,8,Tencent,advertising,china
valyria-cdn.polarmobile.com,8,Polar Mobile Group,advertising,ca
vv.play.ott.video.qq.com,8,Tencent,advertising,china
www.vizury.com,8,Vizury,advertising,india
admax.nexage.com,7,Nexage,advertising,us
advdemo.millennialmedia.com,7,Millennialmedia,advertising,
be.sitestat.com,7,Mediametrie,advertising,Romania
c.statcounter.com,7,Statcounter,analytics,ireland
connect.qq.com,7,Tencent,advertising,china
de.sitestat.com,7,Mediametrie,advertising,Romania
"debugtbs.qq.com?10000""",7,Tencent,advertising,china
download.alicdn.com,7,Alibaba,advertising,china
download.alicdn.com,7,Linkedin,app,us
eventlog.beacon.qq.com,7,Tencent,advertising,china
fr.sitestat.com,7,Mediametrie,advertising,Romania
fwd.3g.qq.com,7,Tencent,advertising,china
gaming.adobe.com,7,Adobe,advertising,us
happy5.us11.list-manage.com,7,Manage,advertising,us
help.mail.ru,7,Mail.Ru,advertising,russia
"http://alog.umeng.com/app_logs""",7,Umeng,analytics,china
"http://gamespace.adobe.com""",7,Adobe,advertising,us
"http://www.adobe.com/airgames/3/""",7,Adobe,advertising,us
"https://www.adobe.com/airgames/4/""",7,Adobe,advertising,us
"https://www.adobe.com/airgames/5/""",7,Adobe,advertising,us
"https://www.adobe.com/gamepreview/?game=notification/notificationClicked.html_""",7,Adobe,advertising,us
"https://www.chartboost.com""",7,Chartboost,advertising,
inmobi.commons.core.utilities.uid.Im,7,Inmobi,advertising,singapore
kf.qq.com,7,Tencent,advertising,china
legal.yandex.ru,7,Yandex,analytics,ru
login.sina.com.cn,7,Sina,advertising,cn
lp.mp.mydas.mobi,7,Millennialmedia,advertising,
m.mail.qq.com,7,Tencent,advertising,china
marketplace-android-b59.hyprmx.com,7,Hyprmx,advertising,us
masdk.3g.qq.com,7,Tencent,advertising,china
mediate-android-b52.hyprmx.com,7,Hyprmx,advertising,us
metatracker.yandex.net,7,Yandex,analytics,ru
mobile.yandex.net,7,Yandex,analytics,ru
msg.umeng.com,7,Umeng,analytics,china
my.screenname.aol.com,7,AOL,advertising,us
news.sina.com.cn,7,Sina,advertising,cn
nubappreturn.com,7,Turn,advertising,us
omgid.qq.com,7,Tencent,advertising,china
omgmta.qq.com,7,Tencent,advertising,china
partners.adobe.com,7,Adobe,advertising,us
popup.taboola.com,7,Taboola,advertising,us
qm.qq.com,7,Tencent,advertising,china
sba.yandex.net,7,Yandex,analytics,ru
settings.adobe.com,7,Adobe,advertising,us
"ssl.google-analytics.com
:https:",7,Google-Analytics,analytics,us
st.dp.ksmobile.com,7,Cheetahmobile,advertising,china
support.qq.com,7,Tencent,advertising,china
tag.1rx.io,7,Rhythmone,advertising,us
tap-secure.rubiconproject.com,7,Rubicon,advertising,us
ud.mobad.ijinshan.com,7,Cheetahmobile,advertising,china
uk.sitestat.com,7,Mediametrie,advertising,Romania
vip.astro.sina.com.cn,7,Sina,advertising,cn
w.mail.qq.com,7,Tencent,advertising,china
www.stage.adobe.com,7,Adobe,advertising,us
xiangji.qq.com,7,Tencent,advertising,china
xp1.zedo.com,7,Zedo,advertising,us
ad.mo.doubleclick.net,6,Doubleclick,advertising,us
adcfg-dev.intowow.com,6,Intowow,advertising,us
adcfg.intowow.com,6,Intowow,advertising,us
ads.w55c.net,6,Dataxu,advertising,us
aol.com,6,AOL,advertising,us
api.adsymptotic.com,6,Drawbridge Inc,advertising,us
api.wsq.umeng.com,6,Umeng,analytics,china
appsmail.ru,6,Mail.Ru,advertising,russia
asr.yandex.net,6,Yandex,analytics,ru
beacon-apac-hkg1.rubiconproject.com,6,Rubicon,advertising,us
beacon-us-iad2.rubiconproject.com,6,Rubicon,advertising,us
btrace.play.ott.video.qq.com,6,Tencent,advertising,china
cache.ssend.microad.jp,6,Microad,advertising,sg
cdn1.appsmail.ru,6,Mail.Ru,advertising,russia
cdn7.appsmail.ru,6,Mail.Ru,advertising,russia
cdn9.appsmail.ru,6,Mail.Ru,advertising,russia
cti.w55c.net,6,Dataxu,advertising,us
demo.smartadserver.com,6,Smartadserver,advertising,france
dev.adsymptotic.com,6,Drawbridge Inc,advertising,us
dump.cb.ksmobile.com,6,Cheetahmobile,advertising,china
finance.qq.com,6,Tencent,advertising,china
finance.sina.com.cn,6,Sina,advertising,cn
foreksmobile.com,6,Cheetahmobile,advertising,china
haibao.alicdn.com,6,Alibaba,advertising,china
haibao.alicdn.com,6,Linkedin,app,us
im.qq.com,6,Tencent,advertising,china
img.launcher.ksmobile.com,6,Cheetahmobile,advertising,china
lullaby-link.us1.list-manage.com,6,Manage,advertising,us
mobs.mail.ru,6,Mail.Ru,advertising,russia
my.mail.ru,6,Mail.Ru,advertising,russia
next.mobvista.com,6,Mobvista,advertising,cn
o.aolcdn.com,6,AOL,advertising,us
obumobile1.hb.omtrdc.net,6,Adobe,advertising,us
open.t.qq.com?,6,Tencent,advertising,china
php.weather.sina.com.cn,6,Sina,advertising,cn
pixel.quantserve.com,6,Quantcast,advertising,us
res.imtt.qq.com,6,Tencent,advertising,china
resize.yandex.net,6,Yandex,analytics,ru
suggest.yandex.net,6,Yandex,analytics,ru
tp1.sinaimg.cn,6,Sina,advertising,cn
tp3.sinaimg.cn,6,Sina,advertising,cn
tr.foursquare.com,6,Foursquare,advertising,us
tuc.ijinshan.com,6,Cheetahmobile,advertising,china
www.iwish.com.tw,6,Wish,advertising,us
www.matriksmobile.com,6,Cheetahmobile,advertising,china
www3.hilton.com,6,Hilton,advertising,us
100639508.kf.ieodopen.qq.com,5,Tencent,advertising,china
3g.qq.com,5,Tencent,advertising,china
ad.adriver.ru,5,Adriver,advertising,ru
ads.exoclick.com,5,Exoclick,advertising,es
ap-sonar.sociomantic.com,5,Sociomantic,advertising,germany
api.browser.yandex.ru,5,Yandex,analytics,ru
api.map.qq.com,5,Tencent,advertising,china
apps.mint.polarmobile.com,5,Polar Mobile Group,advertising,ca
bbs.g.qq.com,5,Tencent,advertising,china
beacon-content.otherlevels.com,5,Otherlevels,advertising,us
bk-downloadtpt.play.ott.video.qq.com,5,Tencent,advertising,china
